[000:00] 那今天的分享了
[065:31] 其实我们
[065:32] 针对于
[065:33] 我们的链接
[065:34] 对比他们有优势的
[065:35] 去投放的时候
[065:36] 也会发现
[065:37] 转化率和ROS
[065:38] 这个指标的话
[065:39] 也会变得非常好看
[065:40] 那么需要呢
[065:41] 减少一下
[065:42] 在我们这个阶段里面
[065:44] 做完测试之后
[065:45] 比如说
[065:45] 一些我们打不过的
[065:47] 强势一些品牌和进行品
[065:48] 那这个阶段的话
[065:49] 我们可以先放一放
[065:50] 等到下个阶段的话
[065:51] 我们再去投放
[065:52] 所以在这个成长期里面
[065:53] 重点关注
[065:54] 一个转化率和ROS
[065:56] 当然呢
[065:57] 你的一个广告类型的话
[065:59] 之前没有布局的
[066:00] 也需要进一步的话
[066:02] 给它把流量的话
[066:03] 进一步扩大
[066:03] 那么在乘书期里面
[066:05] 我们来看一下
[066:05] 乘书期里面的话呢
[066:06] 我们重点的话
[066:07] 就要去放大优质流量了
[066:09] 追求这种
[066:10] 比较优质的CPC
[066:12] 给我们带来优质的一个转化
[066:14] 那么所以
[066:15] 在这个阶段里面的话
[066:16] 我们会看到
[066:17] 经过新品期和成长期的
[066:19] 一个运营里面
[066:20] 我们的一些
[066:21] Asson的话
[066:22] 已经建立了
[066:23] 比较多的一个
[066:24] 自然流量的优势
[066:25] 当然
[066:25] 我用到这个工具的话
[066:27] 是把自然流量给大家引爆
[066:28] 我们看一下广告
[066:29] 自然流量的话
[066:30] 会逐渐拿大
[066:31] 在这个阶段里面的话
[066:32] 也会
[066:32] 现在比成长期要更高
[066:34] 所以我们投放策略里面的话
[066:35] 从之前的扩张的话
[066:37] 逐渐会转为保守
[066:38] 也就是集合着什么呢
[066:40] SP加SP的
[066:41] 一个关键词
[066:42] 投放的话
[066:43] 来达到一个什么呢
[066:45] 放大流量
[066:47] 减少这个
[066:48] 差距的目的
[066:49] 那么我们在去做预算分配里面
[066:51] 手动规认词
[066:52] 核心词一定是给我们带来
[066:55] 比较多的曝光的
[066:57] 同时因为我们在初期
[066:59] 可能确实核心词抓不下来
[067:00] 这个订单
[067:01] 但是呢
[067:02] 在这个阶段里面的话
[067:03] 由于电接
[067:04] 核心度新生背书也变得比较高了
[067:06] 所以我们在这个阶段里面
[067:07] 投放的核心词
[067:08] 它的一个效率
[067:10] 也会比起来要更加好
[067:12] 那么同时
[067:12] 我们也千万不要忘了
[067:14] 一个防守
[067:15] 一个防守
[067:16] 就是我们再去投放
[067:17] 这种核心词之后呢
[067:18] 如果我发现
[067:20] 某些位置
[067:21] 我的效果
[067:22] 比如说广告的位置里面的话
[067:23] 有三个位置吗
[067:24] 手页 区域
[067:25] 这个商品一面
[067:25] 三个位置的话
[067:26] 哪个位置的话
[067:27] 我的效果
[067:27] 整体表现出来非常优质
[067:29] 我也可以呢
[067:30] 结合广告
[067:31] 为里面的这个bit加
[067:32] 来去让我们预算
[067:34] 和测诵网
[067:34] 这些位置去做一个投放
[067:35] 那么第二个的话
[067:37] 就是我们需要减少一下
[067:38] 这种低效的流量
[067:39] 就是点击率和转化率
[067:42] 确实无法有效拿到转化
[067:44] 那么在这个阶段
[067:45] 因为已经进到成功期了
[067:47] 还有我们自然流量
[067:48] 所以呢
[067:48] 在这个阶段里面
[067:49] 我们就可以控制一下
[067:50] 这部分无效或者低效
[067:52] 次花费
[067:53] 做到我们更高的
[067:55] 或者说维持住
[067:56] 我们的一个RUF指标水平
[067:58] 那往下来看
[067:59] 第二个呢
[068:00] 就是会分配
[068:01] 30%的预算的话
[068:02] 放到一个品牌
[068:03] 推广视频里面
[068:04] 在我们成长期里面的话
[068:06] 其实我们主要还是
[068:07] 去做的一些进攻拉量的
[068:09] 在这个阶段里面的话
[068:09] 重新期我们更多
[068:11] 是做的一些防守
[068:12] 去做一个品牌护生核
[068:14] 也就是用的到的
[068:15] 广泛匹配可能会比较多
[068:17] 之后的话
[068:18] 广泛匹配呢
[068:19] 品牌名字前面
[068:20] 带上一个加号
[068:20] 因为在品牌广告里面的话呢
[068:22] 广泛匹配里头
[068:24] 它那个加号
[068:25] 好像那个限制服务
[068:26] 我们呢
[068:26] 往自己品牌名字
[068:27] 比如说ROKE
[068:28] 我往前头带一个加号
[068:29] 确保顾客搜索次里面
[068:31] 是一定包含我ROKE
[068:32] 这种的话
[068:33] 我既把流量化做到更加精准
[068:35] 也是确保了顾客一搜索
[068:37] 带有ROKE
[068:37] 我的一个广告位
[068:38] 将继续呈现给顾客的一个面前
[068:41] 做一个品牌的一个流量护生核
[068:43] 那往下来看的话
[068:43] 商品推广里面
[068:44] 我们分配10%的一个预算
[068:46] 那这部分的话呢
[068:47] 也是继续打压一下
[068:49] 这个品牌里面
[068:50] 不如我们的一些弱势精品
[068:52] 当然也可以借助
[068:53] 多种广告类型出达
[068:54] 如果确实效果比较好的
[068:56] 我们可以借助这个展示
[068:57] 一个投放
[068:58] 把我们的广告费的话
[068:59] 打到什么呢
[069:00] 精品的一个产品详情
[069:03] 比如它的五点下方和购物车下方
[069:05] 继续去抢它的个订单
[069:06] 那么同时呢
[069:07] 展示广告里面的话呢
[069:08] 我们可以去投放一下再营销
[069:10] 因为这份类型产品的话呢
[069:12] 基本上顾客的话
[069:13] 他也是需要重复购买的
[069:15] 就复购率会比较高一些
[069:16] 所以呢
[069:17] 我们可以针对于一下
[069:18] 超过半年以上的顾客
[069:20] 他们可能又需要这种产品了
[069:22] 那我们可以通过呢
[069:23] 这种展示期
[069:24] 一个定向投放
[069:25] 并且你也可以结合着
[069:27] 这种的一个
[069:28] 比如说促销手段
[069:29] 比如说我们的一个品牌定制促销
[069:31] 品牌定制优惠券
[069:33] 这种一个促销
[069:34] 也就是投留加上促销
[069:36] 的话两条腿一起走路
[069:37] 进一步提高我们复购和转化
[069:40] 这是在这个低客单价
[069:42] 短决策
[069:43] 一个功能基础款里面的一个建议
[069:47] 好的
[069:47] 谢谢我们的大鹏老师的分享
[069:49] 那通过刚刚的分享的话
[069:50] 相信卖家朋友们
[069:51] 已经很清楚的了解到了
[069:53] 在服饰品类的
[069:54] 长生命周期下的功能基础性
[069:56] 这个产品啊
[069:57] 他的这个广告的运营销点呢
[069:59] 就是建立信任
[070:00] 围绕着建立信任去展开的
[070:02] 那么围绕着建立信任的话
[070:03] 我们也基于产品
[070:05] 高可能价低可能价两个方向呢
[070:07] 给大家分别去详细讲解了具体广告
[070:10] 应该怎么去打
[070:11] 以及你的架构应该怎么去搭建
[070:13] 包括在这个过程当中的话
[070:14] 我们也参考到了
[070:15] 投不A3的一个成长的一个路径
[070:17] 来去给大家展开了一些广告大法
[070:20] 那我们已经分享完了功能基础型的广告投放之后的话
[070:25] 不如我们就接下来快快的进入到功能配饰型的这个产品
[070:28] 那这类产品的话
[070:30] 刚才我们老师在聊到的时候
[070:31] 有讲到由于说这部分的产品的话
[070:34] 消费者最关注的购买因素的话
[070:36] 是除了性价比质量之外的话
[070:38] 还关注它是不是在视觉上
[070:40] 以及是不是符合自己的个性化的这样一个需求的
[070:44] 因此的话
[070:45] 这部分的产品的话
[070:46] 它在解决的基础需求的同时的话
[070:48] 消费者呢
[070:49] 他也追求一定的时尚感跟品质感
[070:52] 那么对于这类产品的话
[070:53] 广告和运营的关键锚件呢
[070:55] 就是在与及时转化
[070:56] 那么在及时转化的这个维度的话
[070:59] 我们来看一下
[071:00] 整个围绕着消费者的购物决策的路径当中
[071:03] 消费者他关注了这三个问题
[071:06] 我们如何通过广告来去回应消费者的这些问题呢
[071:10] 那么可以看一下
[071:10] 首先第一个
[071:11] 在第一次当消费者在搜索这个产品
[071:14] 看到相关的广告之后呢
[071:16] 我们要在这份广告当中呢
[071:18] 去传递我们自己本身
[071:20] 相对于其他的产品来讲
[071:22] 他除了说视觉上的吸引力之外的话
[071:24] 他是不是真的能够去传递一个超值感
[071:28] 那么这是第一个可以帮助我们去吸引点击的
[071:31] 那进入到了listing之后的话
[071:33] 我们需要通过listing的这样一个描述也好
[071:36] 图片也好
[071:37] 来帮助消费者呢
[071:38] 去理解到在这样一个超值感的产品下
[071:41] 它依然是一个靠谱的东西
[071:43] 所以说要去消除消费者对于廉价上的一个顾虑
[071:46] 那当然第三个还有很重要的
[071:48] 就是这类产品的话
[071:49] 因为我们的卖的时间周期非常长
[071:51] 那消费者在使用完了之后的话
[071:52] 他其实如果对你的产品和品牌
[071:54] 有一定的信任度之后呢
[071:56] 那么我们在未来的这个
[071:58] 长的运营周期当中
[072:00] 因为它是一个长生命周期的产品
[072:02] 它可以卖到三年以上
[072:03] 那么这类型的产品的话
[072:04] 我们要加强它的一个回购和复购
[072:06] 以及针对于这类产品的话
[072:08] 去做一些复购的不同场景的需求的挖掘
[072:12] 所以说整体而言我们可以看到
[072:13] 这类型的这个产品
[072:15] 它的广告呢
[072:16] 是需要围绕着超越性价
[072:18] 期望的性价比来展开的
[072:20] 那具体怎么去把超越期望的性价比
[072:24] 来去做一个落地呢
[072:27] 这里的话我们也请大鹏老师来分享一下
[072:29] 长生命周期这里边的一个
[072:31] 功能配置的这种类型产品
[072:33] 其实呢
[072:33] 围绕这种类型产品的话呢
[072:35] 其实我们可以来去看一下
[072:37] 把它分为两个类
[072:38] 一个是这种季节性的一个功能配置
[072:41] 比如说以Sunglasses为例
[072:42] 那么基本上这种类型产品的话呢
[072:44] 它的主要搜索高峰期的话
[072:46] 是在67月份
[072:47] 那么新品上架之后的话
[072:49] 可能仅仅只有两三个月的一个蓄力窗口
[072:52] 那所以我们如果做的
[072:54] 这种类型产品的卖家呢
[072:55] 你的一个主要目标就是
[072:57] 短时间内快速的话
[072:59] 去抢占流量
[073:01] 抢占坑位
[073:01] 那么并且呢
[073:02] 去建立一个市场认知
[073:04] 那如果是无季节性的
[073:06] 这种功能性配置类型产品
[073:07] 比如说LiveTite领带
[073:09] 领节
[073:10] 那这种的话呢
[073:11] 它全年需求比较稳定
[073:12] 基本上呢
[073:13] 每年的话
[073:14] 就是7月份和10至12月份
[073:15] 它会有一个所高峰
[073:17] 但是呢
[073:17] 平常周期的话呢
[073:18] 相比较而言的话
[073:19] 对比这种Sunglasses的话呢
[073:21] 它的需求量还是比较趋于稳定的
[073:23] 所以呢
[073:24] 我们就可以借助这种关联的品
[073:27] 比如说
[073:27] 这种Sootry啊
[073:29] 刚才我们说到的这个
[073:30] 西湖
[073:31] 因为能够组合搭配一起使用
[073:33] 就借别的一些品类的一些趋势
[073:36] 搜索趋势呢
[073:37] 来去带动我们自己一个订单量的产出
[073:40] 那么下面呢
[073:40] 我们来把这块呢
[073:41] 拆开来看一下啊
[073:43] 那我们就接下来就拆开来看一下
[073:45] 这两个类型的产品
[073:47] 它的头部A-SEN到底是怎么样的
[073:49] 那这部分的数据
[073:50] 是来自于亚马逊广告
[073:52] 在今年首次
[073:53] 给到大家第一次把它公开的一个数据
[073:56] 那这个数据当中
[073:57] 我们现在来看一下
[073:57] 季节性的功能配置款的产品
[073:59] 我们以Sunglasses为例啊
[074:01] 来看一下在美国服饰品类下
[074:03] 长生命周期
[074:04] 富有季节性的功能配置款的产品当中
[074:07] 头部A-SEN
[074:08] 这个25%的头部A-SEN
[074:10] 跟尾部A-SEN
[074:11] 它的一个对比
[074:12] 那在这个对比图上的话
[074:13] 依然也是一个很有意思的现象
[074:16] 我们会发现
[074:16] 头部25%的A-SEN
[074:18] 它是在很长一段时间内
[074:19] 都是持续一个稳定增长的态势
[074:22] 到达33个月
[074:23] 才开始到达它的最高峰值
[074:25] 那么到了最高峰值之后呢
[074:27] 开始逐步下降
[074:29] 那右边的这个呢
[074:30] 是美国服饰Sunglasses这个类目
[074:33] Bottom
[074:33] 也就是尾部的25%的A-SEN
[074:35] 那这个尾部的25%的A-SEN
[074:38] 我们可以看一下
[074:39] 它整个生命趋势的话
[074:40] 是在第11个月
[074:41] 销售达到峰值之后
[074:42] 就开始快速衰退
[074:44] 并且不再往回走
[074:46] 就是它没有再往回反复的
[074:48] 这样一个趋势
[074:49] 那这里的话
[074:49] 当然也要说明一下
[074:50] 刚才有可能有一些卖家也在问说
[074:53] 怎么觉得头部A-SEN
[074:54] 这个是不是它的销量还不如
[074:56] 旁边的这个尾部A-SEN
[074:58] 这里的话要给大家做一个澄清啊
[075:00] 大家可能看到左右两张图
[075:02] 它是有重坐标的
[075:03] 那这个重坐标的话
[075:04] 其实是他们的销售额的这个值
[075:06] 那因为数据保密的原因
[075:09] 我们没有办法在这里
[075:10] 给大家展示具体的
[075:11] 这个重轴坐标
[075:12] 它的一个坐标值是多少
[075:14] 但是的话
[075:14] 我们想说明的是
[075:15] 其实这个重坐标的这个数值
[075:18] 两边是完全不一样的
[075:19] 所以说的话
[075:20] 我们不用以这个
[075:22] 现在看到的这个趋势图来误以为
[075:24] 说头部A-SEN
[075:25] 它在刚开始的时候
[075:26] 它整体销售不如
[075:27] 微波A-SEN
[075:28] 我们不能做这样一个对比
[075:30] 就是不能简单的
[075:31] 以左右两张图的高低来判断说
[075:34] 它的销售大于多少
[075:36] 那么我们其实这里采用的
[075:38] 所谓的头部A-SEN
[075:39] 微波A-SEN的话
[075:39] 都是按照它们的一个销售值
[075:41] 来去划分的
[075:43] 那么在划分当中
[075:44] 就明显的看得到
[075:45] 头部A-SEN
[075:46] 它在前期的话
[075:47] 它是一个整体前往上在走的
[075:50] 这里的话
[075:50] 我们主要是关注曲线的
[075:52] 一个形式和趋势
[075:54] 以及它在生命周期
[075:55] 各个阶段的这个数据差异
[075:57] 好
[075:57] 那么还是回到这里
[075:58] 我们可以看一下
[075:59] 在这里的话
[076:00] 会发现
[076:00] 以季节性功能配置管向
[076:02] Sunglasses为例
[076:03] 我们会发现
[076:04] 头部A-SEN的话
[076:05] 相对于微波A-SEN来讲
[076:06] 生命周期的长度的话
[076:07] 是达到了三倍之长
[076:09] 那么头部A-SEN到底
[076:10] 它做对了什么
[076:11] 我们还是来进步的
[076:13] 来看看头部A-SEN
[076:14] 在每一个阶段
[076:15] 它的一个整体的一个广告数据
[076:17] 表现对比的情况
[076:19] 那这里的话
[076:19] 大家可以看一下
[076:20] Sunglasses
[076:21] 它对比头部A-SEN
[076:23] 对比微波A-SEN
[076:25] 它在新品期
[076:26] 成长期
[076:27] 成熟期
[076:27] 三个阶段的
[076:29] SP的投放的数据表现
[076:30] 以及SP的参与度上
[076:32] 我们会发现
[076:33] 第一个
[076:33] 在新品期的时候
[076:35] 它的曝光量
[076:35] 已经拉到了
[076:36] 微波A-SEN的
[076:37] 49.8倍之高
[076:39] 那这个是一个非常高的数值
[076:41] 也是我们刚才
[076:42] 有史以来
[076:42] 我们现在目前看到了
[076:43] 这四个案例当中最高的一个
[076:45] 但是我们会发现一个
[076:47] 有意思的现状
[076:48] 在这个时候
[076:48] 头部A-SEN的
[076:49] ROWS的话
[076:50] 相对于微波A-SEN来讲
[076:52] 只有0.9倍
[076:53] 那这个时候我们会发现
[076:54] 它其实是在用一种
[076:56] 暂时短期
[076:57] 牺牲ROWS的一个方式
[076:59] 来去做一些
[076:59] 似乎在做一些
[077:01] 战略性的投资
[077:02] 那这个战略性的投资
[077:03] 它最后实际
[077:05] 会发生什么样的质变呢
[077:07] 那这里我们可以看一下
[077:08] 成长期和成熟期的一个数据
[077:11] 我们会发现说
[077:12] 在成长期和成熟期
[077:14] 不管是impression也好
[077:15] 还是点击也好
[077:16] 它都在急剧的上升
[077:18] 并且我们会发现在
[077:19] 成熟期的时候
[077:20] 点击量可以达到
[077:21] 尾部A-SEN的100倍之高
[077:23] 那这个也意味着说
[077:25] 它在成熟期和成长期
[077:26] 在全面的去放量拿量
[077:28] 那这个时候我们就会发现
[077:30] 这种数据非常有意思的点
[077:32] 就在于说
[077:32] 我们会发现
[077:33] 它的一个核心的策略化
[077:34] 用的是一个激进曝光
[077:35] 在一开始用激进曝光的方式
[077:37] 来去占领流量的高地
[077:39] 那么同时去抢占旺季的
[077:42] 一个方式来去确保
[077:43] 自己在成长期和成熟期
[077:45] 能够获得较高的
[077:47] 这样一个表现的水平
[077:48] 以及较好的
[077:50] 广告投放的一个
[077:51] 在罗艾斯也好
[077:52] 包括它的一个整体
[077:54] 它的一个转化率也好
[077:55] 都能够得到一个
[077:56] 比较明显的一个提升
[077:57] 那这个部分
[077:59] 它投过A-SEN是怎么去
[078:01] 用激进曝光
[078:02] 抢占旺季的策略
[078:04] 来去落实到具体的
[078:05] 广告打法上的呢
[078:06] 我们来听听大邦老师的分享
[078:08] 这种季节性的一个
[078:10] 共同配置款的话
[078:11] 广告里边的话
[078:12] 在新品期
[078:12] 因为刚才的话呢
[078:13] 淳源老师也给我们去
[078:15] 公布了一些
[078:15] 亚马逊的官方的一些数据
[078:17] 我们其实也能够看到
[078:18] 其实这种产品的话
[078:19] 因为它的一个窗口期
[078:20] 本身就比较短
[078:22] 所以总结一下
[078:23] 最关键的就是要
[078:25] 激进的去强量
[078:26] 并且去快速去建立
[078:28] 市场的认知
[078:29] 因为窗口期比较短
[078:31] 不像是
[078:32] 比如说我们有些品的话
[078:33] 可以慢慢去打击的权重
[078:35] 那这部分的话呢
[078:36] 我们基本上你的产品
[078:38] 从上架
[078:39] 还有呢
[078:39] 运输
[078:40] 做一些万机化
[078:41] 优化你的视觉
[078:42] 等等这些的话
[078:43] 都需要时间
[078:43] 那如果我们呢
[078:44] 卖家的话
[078:45] 其实广告投放的一个窗口期的话
[078:47] 可能就那么短短的
[078:49] 一两个月时间
[078:50] 那么这
[078:51] 这个时间点的话呢
[078:53] 如果我们拿不下来
[078:54] 比较靠前的一些坑位
[078:56] 或者说
[078:57] 比较靠前的一些展示位置
[078:59] 那么我们的一个量的话呢
[079:01] 可能就无法做到有效的提升
[079:04] 所以在这个新品期里边
[079:05] 我们的一个手动广告里边
[079:07] 我们以这种主要的核心词
[079:09] 大词为主
[079:10] 当然呢
[079:11] 在这种大词去做投放的时候呢
[079:13] 也不是我们直接去投放这个词的
[079:15] 一个精准区别啊
[079:16] 就是我们还是要把这个流量路口打开
[079:17] 但是呢
[079:18] 我们是以这种大词核心词为主
[079:20] 来去让它以这个核心词为理
[079:22] 给我们去拓展出来
[079:23] 更多一些流量路口
[079:25] 那么在这部分的话
[079:26] 我们得重视一下
[079:27] 就是我们在前期呢
[079:29] 这种产品
[079:30] 它是否适配于一些节日
[079:32] 或者说一些这种
[079:34] 比如说快到了一些
[079:36] 夏季野银路营
[079:38] 去试用场景
[079:39] 那如果确实是适配的话
[079:40] 那我们也可以结合这种适配场景
[079:42] 或者说节日礼物啊
[079:44] 这些等等的一些主性词
[079:45] 进一步在这种
[079:47] 用到商品广告的一个广告
[079:48] 关注的投放呢
[079:49] 扩大一下我们的流量路口
[079:51] 那同时里边我们得去锁定一下
[079:53] 精品的一个A-SEN
[079:55] 再去锁定精品A-SEN的时候呢
[079:57] 我们链接
[079:58] 要跟精品的话去做一下对比
[080:00] 如果确实我们比他有优势
[080:01] 当然这个优势的话
[080:02] 并不一定是价格啊
[080:04] 有时候你可能
[080:05] 比如说这个外观呀
[080:07] 款式上面
[080:08] 你做的更加符合
[080:10] 比如说当地的一些
[080:11] 消费者的一些需求
[080:14] 或者说审美
[080:14] 那么我们就可以去锁定一下
[080:17] 头部的一些A-SEN
[080:17] 借助精品的一个对手的流量
[080:20] 快速给我们链接的话
[080:20] 贴标签
[080:21] 打标使就让系统
[080:23] 快速识别我们是什么样的
[080:25] 那种人群呀
[080:26] 那种标签的产品
[080:27] 那么商品的话
[080:28] 自动广告的话
[080:29] 在这部分的话会有补充
[080:31] 主要是给我们以特词为目标
[080:33] 去挖这种长尾词的数据
[080:34] 当然你也去观察
[080:35] 广告一种属性匹配出来
[080:37] 它的个投放效果
[080:38] 品牌广告
[080:39] 快速去做测试
[080:40] 这个品牌广告的话
[080:41] 不会说是你测试的时间
[080:42] 拉的转转过长
[080:43] 一定要转平快
[080:44] 快速去做一个测试
[080:45] 结合你的一个
[080:46] 比如说场景图
[080:48] 或者说一些视频
[080:50] 视频
[080:50] 传记了卖点之后
[080:51] 如果你有多个素材的话
[080:53] 我们也是建议大家呢
[080:54] 结合你的词
[080:55] 不要你的具体的卖点
[080:57] 来去做一个投放
[080:58] 或者说你具体的场景
[080:59] 因为这种的话
[081:00] 顾客他购物的时候呢
[081:02] 一定是看他们的
[081:03] 刚才说到过
[081:04] 比较在意的一个点
[081:05] 就是他要去看一下
[081:06] 是否符合自己的主观感受
[081:08] 是否符合自己的喜欢的款式
[081:10] 你有时候可能单单一个
[081:11] 比如说场景
[081:13] 或者说展示出来一个镜头
[081:15] 打动他
[081:16] 那他就能够实现一个下单
[081:18] 所以呢
[081:18] 我们一定要在这个阶段里面的话
[081:20] 快速去对于一个
[081:22] 我们的宝贝素材
[081:23] 去做一个测试
[081:24] 那么在新领期购物完之后
[081:26] 在成长期阶段里面
[081:27] 我们就得去用品牌广告
[081:29] 去拉这个品牌的证值了
[081:31] 那么在这块的话
[081:32] 我们会考虑到
[081:34] 就是走动关键词
[081:35] 广告里面的40%预算
[081:37] 主要是用来去继续加大
[081:40] 核心词的一个投放
[081:42] 因为呢
[081:43] 以你核心词为例
[081:44] FPP出来比较多的这个词本身
[081:47] 还有呢
[081:48] 他的一些拓展词
[081:49] 我们要尽可能抢在
[081:50] 更靠前的一些位置
[081:51] 同时的话
[081:52] 你的品牌广告里面
[081:53] 我们也可以考虑用到
[081:54] SBV加上VCPM付费方式
[081:57] 前四曝光付费方式的话
[081:58] 卡在你的首位首位
[082:00] 那因为你的一个
[082:01] 整个的素材场景的话
[082:03] 符合
[082:03] 如果你的受众顾客人群
[082:05] 那么基本上
[082:06] 这部分的广告的话
[082:07] 给你快速拿订单
[082:08] 拿结果的话
[082:09] 也是非常就是有效的
[082:11] 非常高效的
[082:12] 同时呢
[082:13] 商品广告里面的
[082:14] 15%的预算
[082:16] 我们会放到竞品
[082:18] 也是弱视竞品里面
[082:19] 继续去抢他们的转化
[082:21] 那么还有就是一部分
[082:23] 我们可能在这个新品期里面
[082:25] 拿不到结果的一些
[082:27] 就是强劲品
[082:29] 现在这个阶段里面的话
[082:30] 再有了数据基点的话
[082:31] 可能都能够拿到结果了
[082:32] 那么我们会把
[082:33] 15%的预算放到
[082:35] 商品推广里面的商品投放
[082:37] 那之后的话
[082:38] 再有10%的话
[082:39] 预算呢
[082:40] 是自动里面
[082:41] 继续把就更多的一个
[082:42] 流量入口
[082:43] 因为自动往里面的话
[082:44] 他会及时去给我们
[082:46] 结合这个
[082:47] 顾客的所有行为
[082:48] 给我们去做出一些市场的反馈
[082:50] 有些事情的话
[082:51] 可能我们再去
[082:52] 弄词库的时候
[082:53] 没有统计出来
[082:53] 但自动往里面
[082:54] 他告给我们
[082:55] 出来了一些新的词
[082:58] 因为他是
[082:58] 有一些季节性的
[083:00] 所以呢
[083:00] 他有些词之前可能没有
[083:01] 跑出来
[083:02] 没有人搜索
[083:02] 但是到了一定的时间点
[083:04] 他可能就会有人搜索
[083:05] 自动往里头
[083:06] 能够及时给我们去返回出来的
[083:07] 所以通过自动往里头
[083:09] 返回出来的数据
[083:10] 我们如果确定一下
[083:11] 属性相等和
[083:13] 而且自动往里头
[083:14] 也有测试
[083:15] 就是拿到转化的效果的话
[083:17] 点击的效果也OK
[083:18] 那么我们就可以去快速的话
[083:20] 把它拉到我们的一个
[083:22] 品牌
[083:22] 包括我们的
[083:23] 什么官司里面
[083:24] 去做一个进一步的放量
[083:25] 那么在成长期
[083:26] 过完之后
[083:27] 我们来看一下成长期
[083:28] 成长期里边的话
[083:29] 总结一下
[083:29] 是全面一个放量
[083:31] 拿结果拿力难
[083:32] 把利润做到最大化
[083:33] 在这个里边的话呢
[083:34] 其实
[083:35] 我们先来看一下左侧的
[083:37] 这块的一个
[083:38] 广告的一个预算占比
[083:40] 那么观战词的话呢
[083:41] 预算会保留
[083:43] 会保留
[083:43] 那么同时呢
[083:44] 展示广告
[083:45] 会增加到25%
[083:47] 商品推广呢
[083:48] 里边的话
[083:49] 会放20%
[083:51] 品牌推广呢
[083:51] 会放到15%
[083:53] 为什么要去放展示广告
[083:54] 还有呢
[083:55] 品牌推广
[083:56] 这块的话
[083:56] 会比之前的话
[083:57] 有所增加
[083:59] 而且打出一些核心词
[084:00] 因为这两种广告类型的话
[084:02] 它对比商品广告的话
[084:03] 展示效果要更加丰富
[084:05] 通过呢
[084:05] 我们现在的话
[084:06] 能看到
[084:07] 亚马逊后台
[084:08] 这个我们
[084:08] 迈达更新出来一个新的功能
[084:10] 就是SPV
[084:11] SPV这个功能
[084:12] 那么我们40%
[084:15] 在商品推广
[084:16] 手动观战词里面
[084:17] 这40的话
[084:18] 不是全由我们
[084:19] 之前单纯的打词啊
[084:21] 一定要把你的什么呢
[084:22] 之前
[084:23] 在你的成长期里面
[084:25] 测试出来这种的优质的
[084:26] 好的
[084:27] 这种转化效果
[084:28] 非常好
[084:29] 这种视频
[084:30] 你放到SPV里面
[084:32] 去做一个投放
[084:34] 增加到里面
[084:35] 因为它里面的话呢
[084:36] 是能够给我们快速
[084:37] 抓取出来
[084:37] 产品一些卖点
[084:38] 那么这个新功能的话呢
[084:39] 我们也可以请一下
[084:40] 主演老师的话呢
[084:41] 我们想去介绍一下
[084:43] 那这个新功能的话
[084:44] 其实对于卖家来讲的话
[084:46] 我们不用去
[084:47] 它就是在我们现有的
[084:49] 这个商品推广的
[084:51] 广告活动当中
[084:52] 去进行
[084:52] 你想要去添加的
[084:53] 这些视频的
[084:54] 这个产品视频的
[084:56] 一个添加就可以了
[084:57] 它是可以帮你去
[084:58] 进一步的去放大
[084:59] 你现有的这种投放效果的
[085:00] 那这个第一个
[085:01] 那第二个的话
[085:02] 就是我们可以结合好
[085:03] 这样一个形式
[085:04] 来去上传一些
[085:06] 我们目前的话
[085:07] 是告诉大家说
[085:08] 是可以上传
[085:08] 一到五个
[085:09] 不短于七秒的视频
[085:10] 那你上传之后的话
[085:11] 其实每一个视频的话
[085:12] 都可以帮你去
[085:13] 展现你的这个产品
[085:15] 在不同的
[085:16] 这样一个消费者
[085:17] 想关注的功能点上
[085:19] 那它其实对于
[085:19] 你本身功能的
[085:21] 一个展示
[085:21] 和你的一个实际
[085:22] 使用效果的展示
[085:23] 是一个非常好的
[085:24] 一个呈现形式
[085:25] 所以说的话
[085:26] 如果说
[085:27] Maya朋友们
[085:27] 如果说我们今天
[085:29] 是在一个成熟期
[085:31] 且是季节性的
[085:32] 一个款式
[085:33] 那我需要去做一个
[085:34] 全面放量
[085:35] 强量的这样一个阶段的话
[085:36] 那么大家可以
[085:37] 不妨试用一下
[085:38] 目前刚刚推出来的
[085:40] 商品推广视频样式
[085:41] 也就是简称SPV的
[085:42] 这种投放形式
[085:43] 来去看看
[085:44] 它是否能够更好的
[085:45] 能够帮你去做
[085:47] 一动端的
[085:47] 这部分流量的
[085:48] 一个切入和转化
[085:49] 那刚才大宝老师
[085:50] 也跟大家分享了
[085:52] 关于
[085:52] 季节性功能配置款
[085:53] 的这类产品
[085:54] 我们在围绕着
[085:56] 超越性价
[085:57] 期望性价比的
[085:58] 这个维度上
[085:58] 我们怎么去
[085:59] 落到具体的
[086:00] 广告投放当中
[086:01] 那我们最后再来看看
[086:02] 对于功能配置款
[086:04] 它还有另外一个类型
[086:05] 就是它对于
[086:06] 季节影响性
[086:07] 不是那么大的
[086:07] 那种功能配置款
[086:09] 比如说像
[086:09] 男士的西装领带
[086:11] Necti的
[086:12] 这样一个产品
[086:12] 我们以这个
[086:13] 真实的产品为例
[086:14] 来看看广告
[086:16] 到底应该怎么去投放
[086:17] 好
[086:17] 那还是回到
[086:19] 这样的一组数据当中
[086:21] 这个是来自于
[086:22] 亚马逊广告
[086:23] 今年新推出的
[086:24] AZEN生命周期
[086:25] 我们进一步的
[086:26] 去把美国服饰品类的
[086:29] 细分类目的
