[000:00] 然后我们现在目前我看大家都已经陆陆续续上线了
[116:51] 如果说落到广告工具上呢
[116:53] 我们可以这样去分
[116:55] 就是第一轮呢
[116:57] 就是把这个第一轮验证过的高转化词
[117:00] 就是往核心词组里面去收
[117:03] 像节点
[117:04] 起这种
[117:05] 再把就是到了这个节点
[117:08] 真实的促销节点呢
[117:10] 就把预算往上提
[117:11] 去抢首页的位置
[117:12] 然后呢
[117:14] 商品投放也是要继续的
[117:16] 继续去盯着高转化
[117:17] 净品和评价相对弱的同类净品去打
[117:21] 然后去把用户在别人那里
[117:24] 犹豫的这个流量给他拦下来
[117:25] 大概是给到20%左右
[117:28] 然后还是自动广告依然比例不是特别大
[117:32] 主要还是持续看看
[117:34] 有没有新的新的表达
[117:36] 有没有新的细分入口
[117:38] 然后5%左右
[117:40] 然后在SB和SBV上面呢
[117:44] 还是要给多一点的预算
[117:46] 这一个主要是来放大
[117:49] 你的这个
[117:50] 你的这套解决方案的高性价比
[117:53] 还有一个它是一站式的解决方案
[117:56] 就是能够很方便买消费者来使用购买
[118:00] 就是整套效果
[118:02] 合不合适这个场景呀
[118:05] 穿脱方不方便
[118:06] 然后帽子裙子
[118:08] 摆件到不到位
[118:10] 就这种组合是非常适合的
[118:13] 然后就适合用这种SB来放
[118:15] 来来去展示
[118:16] 这时候呢
[118:18] 我们可以增加10%的这个预算
[118:20] 给SB广告
[118:22] 主要是可以做预热
[118:24] 提前去触达那些已经浏览过
[118:26] 看过类似节庆的人
[118:28] 可以为节庆点的当天
[118:32] 来集中的做蓄水转化
[118:34] 然后呢
[118:35] 我们这里就就提到了
[118:37] 刚才的那个卖家说的问题
[118:39] 就是淡季的时候
[118:41] 为什么我们这个广告
[118:43] 最好不要给它完全停掉
[118:45] 可能很多人会觉得
[118:48] 就是女巫扮演服这种产品
[118:50] 反正它的高峰
[118:51] 就是在万圣前前的那几天
[118:54] 那淡季的时候呢
[118:56] 就干脆停掉算了
[118:57] 等到快到节点的时候
[118:59] 再集中开起来
[119:01] 但是呢
[119:02] 这类周期性的产品
[119:03] 淡季反而更适合
[119:05] 给它做一个清头
[119:06] 而不是彻底的断掉
[119:08] 为什么呢
[119:09] 原因有三个
[119:10] 第一个呢
[119:12] 就是淡季它也不是完全没有单子的
[119:14] 因为像有一些人
[119:16] 它有这种
[119:16] 有些活动呀
[119:17] 它也需要这种扮演
[119:19] 这种cosplay什么的
[119:21] 所以它的单量可能不大
[119:23] 但是价值也在于高速
[119:25] 就是持续的高速系统
[119:27] 我就是这个女巫的扮演服
[119:29] 我还在这里
[119:31] 然后第二个呢
[119:32] 就是淡季的竞争会更低
[119:34] 所以它的点击成本
[119:36] 也通常会更低一些
[119:37] 这时候你继续投
[119:39] 你就是成本也低
[119:41] 然后可以用这种低成本来维护身份
[119:44] 去积累下一轮的这个先发优势
[119:47] 那第三个点呢
[119:49] 就是这类产品
[119:50] 它确实是很提早
[119:52] 就是很适合去提早占卫的
[119:56] 如果真的等到了万圣节前
[119:58] 大家都在抢流量
[119:59] 那竞价也高了
[120:01] 就是竞争大了
[120:02] 你再重新推
[120:04] 再重新开
[120:05] 成本肯定会很高的
[120:07] 那系统也要花更多的时间
[120:09] 去认你
[120:10] 就是反正成本都会比淡季的时候要高
[120:13] 所以说我们就适合我们在淡季的时候
[120:16] 先把这种核心词和主身份给守住
[120:19] 那等到用户真的到忘记
[120:21] 开始大批量搜索的时候
[120:24] 你就更容易被先推出来
[120:26] 所以淡季的时候
[120:27] 我们就重新来做
[120:28] 第一个呢
[120:29] 就是保持这种核心词
[120:31] 让它不断掉
[120:32] 就是可以进价低一点
[120:34] 预算少一点
[120:35] 也要让它持续的有投放
[120:37] 第二个呢
[120:38] 就是保持SB和SBV的这种存在
[120:43] 这种就是能够放大它的这个身份
[120:46] 好
[120:49] 到了成熟期呢
[120:51] 这个这时候
[120:52] 像这种女巫的裙子和普通的连衣裙
[120:55] 它最大的区别就很明显了
[120:57] 像普通的裙子
[120:59] 它到了成熟期
[121:00] 可能更多的就是慢慢的接受
[121:02] 它会衰退的这个过程
[121:03] 但是女巫裙
[121:04] 这类产品
[121:05] 它对应的就是一个
[121:07] 反复会出现的任务场景嘛
[121:08] 所以它就是最后面
[121:11] 还是要看你前几轮
[121:12] 积累下来的评价
[121:14] 位置和那个客户
[121:16] 能不能帮我们在下一轮
[121:18] 就更轻松的卖
[121:20] 把这个产品卖出去
[121:21] 所以这个成熟期的重点
[121:23] 就是还是做防守和复用
[121:26] 如果是落到广告
[121:28] 广告工具上呢
[121:29] 我们可以这样搭配
[121:30] 就是手动广告词
[121:33] 它还是来做
[121:34] 就是守住自己的核心词和品牌词
[121:38] 同时去盯着新来的竞品
[121:41] 去做进攻
[121:42] 因为这时候已经不需要去
[121:45] 再去多去找
[121:47] 就是单纯的去找新客
[121:49] 而是去守的同时
[121:51] 然后再去看有没有哪些可以打的
[121:54] 第二个呢
[121:56] 就是15%的预算能给到商品投放
[121:59] 还是偏详情业的一个防守
[122:02] 一方面呢
[122:03] 我们是要投自己其他的商品
[122:05] 防止别人来
[122:07] 别人来投我们的流量
[122:09] 被别人劫走
[122:10] 另一方面呢
[122:11] 就是继续去投那种弱势的竞品
[122:13] 来巩固这个份额
[122:16] 然后SB和SBV的广告
[122:19] 还是要持续开的
[122:21] 它的重点就会从拉新
[122:23] 转到老客的回购
[122:25] 品牌的年限
[122:26] 还有这种跨周期的复购
[122:28] 所以说这时候
[122:30] 你不只是要看品牌广告这种认知
[122:34] 不只是去看有没有新客了
[122:36] 还要去用新的素材
[122:38] 去来去
[122:40] 再去连接一下老客户
[122:43] 然后30%的这个预算呢
[122:46] 我们可以给到SB展示型广告
[122:48] 它这时候成熟期的时候
[122:51] 展示广告会更关键
[122:54] 因为它就是把前几轮
[122:56] 积累下来的人群去重新的积国
[122:59] 就是买过的人
[123:00] 可以再给他推新款
[123:02] 那看过竞品的
[123:04] 但是没有买的人
[123:05] 我们可以再触打一下他
[123:07] 所以那个成熟期的重点呢
[123:11] 就是把前几轮积累的这个评价
[123:13] 位置和老客的这种资产
[123:16] 就是变成下一轮的一个优势
[123:18] OK
[123:20] 好的
[123:22] 非常感谢阿淼老师的分享
[123:24] !
[123:41] 首先第一个我们看一下
[123:42] 有一个卖家问说
[123:43] 老师请问新品没有推广之前
[123:46] 库存设置零
[123:47] 等到要推广的时候
[123:48] 补库存会错过新品推广期吗
[123:51] 我理解这个卖家
[123:53] 您的这个问题的话
[123:54] 应该其实是想说的是
[123:55] 就是我们讲到的
[123:58] 就是亚马逊在上架了之后
[124:01] 就当你成为可受的库存之后的话
[124:03] 就当你成为可受状态
[124:05] 就有库存了之后
[124:06] 有可受
[124:06] 并且有这个buybox之后的话
[124:08] 你的这个整体的它的一个
[124:11] 会不会是因为你的这个过程
[124:13] 当中你错过了前面90天的黄金期
[124:15] 对吗
[124:15] 你应该是问这个问题
[124:16] 因为如果你的库存为零的话
[124:18] 那理论上来讲
[124:19] 你应该是没有buybox的
[124:20] 那这种情况下
[124:21] 你也打不了广告
[124:22] 那如果说你要问我这个问题的话
[124:24] 首先第一个
[124:24] 我先说一下
[124:25] 就是关于亚马逊的
[124:27] 就是新品的广告
[124:28] 新品的黄金90天
[124:31] 它的定义是从你有buybox
[124:33] 也就意味着说
[124:34] 从你有可受库存的那天开始算起
[124:37] 不是说你到了货
[124:38] 你还没有库存
[124:39] 你暂时还没有上架
[124:40] 那么这个时候
[124:41] 你在不可受的时候
[124:42] 那么这个时候都不算
[124:44] 黄金90天
[124:45] 黄金90天是从你有buybox
[124:47] 就是你有库存
[124:49] 有buybox
[124:49] 你可受之日算起
[124:51] 那么这个时候算起的话
[124:53] 是本身新品的一个黄金期
[124:56] 所以这是第一个点
[124:57] 那么如果你是从这个维度来问
[125:00] 那我觉得你是不会错过
[125:01] 你的新品推广期的
[125:03] 但是因为我们今天在讲
[125:04] 这些新的产品
[125:05] 如果说你的这样一个整体的动作的话
[125:08] 是在旺季开始了之后
[125:09] 你再去做这个事情
[125:10] 那你就会错过的是
[125:12] 我们在广告上讲的一个广告黄金期
[125:15] 所以这是两个概念好吗
[125:17] 就是我们可以先理解清楚一下
[125:19] 第一个你想问的
[125:20] 如果是黄金90天的概念的话
[125:22] 那那个黄金90天概念是从你上架可受之日算起的
[125:25] 但是如果你要问广告的推广期
[125:28] 新品的推广期的话
[125:29] 那么我们会建议
[125:30] 你如果是这些新的产品
[125:32] 一定是要去做前置的
[125:33] 因为我们刚才去看了所有的数据之后
[125:35] 你应该也能看得到
[125:37] 所有的这个AZEN
[125:38] 它的一个成长周期的话
[125:40] 它一定是在广告
[125:41] 这旺季前就要去做好广告投放的一些相关准备工作
[125:44] 以及做一些基础的数据的累积
[125:47] 来为你真正的在旺季期间
[125:49] 要去放量拿量的时候的
[125:51] 是需要去做准备的
[125:52] 也就是所有准备工作
[125:53] 是要在流量来之前去做好的
[125:55] 所以这是第一个问题
[125:56] 然后第二个问题的话
[125:58] 也是视频号这边问到的
[126:00] 旺季到了净价翻倍了
[126:02] 预算要不要跟着翻倍
[126:03] 我觉得在回答你这个问题之前的话
[126:05] 你得先去看看你的净价翻倍的情况下
[126:08] 你的转化率怎么样
[126:09] 如果转化率好的情况下
[126:12] 那你当然要去做一个预算的一个更进
[126:14] 但如果说你净价翻倍了
[126:16] 转化率变差了
[126:17] 那这个时候其实你要去反思的是
[126:18] 旺季它其实也会带来一些不精准的流量
[126:21] 因为这个时候很多消费者
[126:23] 他会去无意识的点
[126:24] 那么这个时候如果说是这种无意识的点
[126:26] 导致了你的整体你的这个预算
[126:29] 花费了之后
[126:30] 但你转化率没有跟上来的话
[126:32] 那这部分的流量的话
[126:33] 是不是应该就不会是你想要的
[126:35] 所以说回答你这个问题之间
[126:37] 我觉得你要先去看看你的净价翻倍了
[126:39] 这转化率有没有提起来
[126:40] 好吧
[126:40] 然后再来回答一个问题
[126:44] 就是这边有问说
[126:46] 广告做的分时
[126:47] 在不开广告的时间期间
[126:49] 我是要做广告的完全关停
[126:51] 还是放一块钱的预算在那里有差别吗
[126:54] 从我们的角度来讲的话
[126:56] 我会建议不要去把你的广告直接去让他一个零预算
[127:00] 然后让他暂时被关停的状态
[127:02] 因为相对于广告一直持续去投放
[127:04] 那么暂时关停来讲的话
[127:06] 对你的整体的广告的一个数据的累积
[127:11] 他不是那么的好
[127:12] 我也只能讲到这里
[127:14] 再多也讲不了了
[127:16] 反正就是不建议就是让广告光光停停
[127:18] 这个的话在我们的基础课程当中应该
[127:20] 非常多老师有跟大家去提过
[127:22] 那么在就是而且还有个点
[127:25] 其实还有个很重要的点是
[127:26] 在于这些非黄金时段的流量的时间段内
[127:30] 其实你可以去把你的预算放一点点去看看
[127:33] 说能不能够去拉到一些肠胃流量
[127:37] 就是他虽然说他是一个就是整体来讲
[127:40] 这个周期这个时间段内
[127:43] 他可能没有办法带来像高峰期那么好的一个表现
[127:46] 但是其实在低峰期放少量的预算
[127:49] 其实是可以去帮你去看看说能不能去捞到一些肠胃流量的
[127:52] 所以我觉得从两个维度吧
[127:53] 第一个是你整体的一个数据累积
[127:55] 对你的整体的这个广告活动的一个表现和广告活动上
[128:00] 那么从系统的认知上的话
[128:01] 不要去对他产生一些负面的影响
[128:03] 那第二的话就是去尝试着在一些低峰股的时段的话
[128:07] 去找到一些你可能之前没有找到过的一些
[128:10] 长尾的细分的流量
[128:11] 我觉得从这两点来讲的话
[128:12] 那我给你的建议是不要完全关掉
[128:14] 好吗
[128:15] 好
[128:17] 然后我们最后再来回答两个问题
[128:19] 我们就快速的进入到我们最后一个部分的分享好吗
[128:22] 然后这里有麦家问说
[128:26] 新品自动广告点击率关键词和广告位没有什么问题
[128:31] 链接评价和价格反馈也可以
[128:33] 但就是不转化
[128:34] 为什么呢
[128:35] 我建议你这个卖家第一个
[128:38] 你先去看一下你所谓的自动广告
[128:40] 给到你的流量到底是不是你想要的流量
[128:42] 有可能你会觉得关键词没问题
[128:44] 就像我们今天讲到的服饰
[128:46] 服饰品类的话
[128:47] 如果我们今天去搜你群
[128:49] 如果是dress
[128:50] 这是一个非常fun的词
[128:51] 但其实这个消费者他心目当中
[128:54] 他想要的是一个可能是在夏天的沙滩上去穿
[129:00] 夏天沙滩上去穿的一个裙子
[129:02] 他不是一个日常通勤的裙子
[129:04] 所以他其实他是一个相对比较fun的一个东西
[129:07] 那么你觉得他没问题
[129:08] dress确实你也是卖女裙
[129:10] 但其实你并没有达到真正的一个核心点上
[129:12] 所以说的话
[129:13] 这个可能会导致你不转化的一个点
[129:15] 这个也是我们在这节课以及上节课
[129:17] 阿玛老师一直在强调的关于标签上的一个打标
[129:20] 就是你得要去给自己一个清晰的标签定义
[129:23] 这样的话你可能才会让系统的准确识别到你
[129:26] 那么尤其是在服饰品的游戏有些关键词
[129:29] 你即使把它打到最高的位置上
[129:31] 可能你的转化都不好
[129:32] 这个我们在上节课都有讲过
[129:34] 其实这个问题上的话
[129:35] 对待会阿玛老师也可以做个补充
[129:37] 因为可能我讲的不如阿玛老师讲的这么的清楚
[129:40] 所以我觉得这是第一个问题
[129:42] 就是你的这个问题不转化的点
[129:44] 有可能是这个原因
[129:45] 然后我觉得还有一个点的话
[129:46] 其实是在于说你可能要去看看你自己的listing
[129:49] 就当你这些都没有问题的情况下
[129:51] 如果说前面那个问题也不存在
[129:52] 那我觉得你就要去看看自己的listing
[129:54] 是不是被你的竞争对手狙击了
[129:56] 这个时候你做好
[129:57] 你要去做好你的流量的防御
[129:58] 所以这个问题上的话
[129:59] 我先暂时到这里
[130:00] 然后看看阿玛老师在这个问题上有没有什么补充
[130:03] 反正估计这个这个运较没有认真听
[130:07] 我们上就开始讲到我的那个踩坑案例
[130:10] 我开始的时候
[130:11] 我第一次的时候也大概是这样的
[130:13] 就是他有很多点击
[130:14] 但是他就是不转化
[130:16] 就是因为这个流量太泛了
[130:18] 我没有针对我们那个裙子虽然很简约
[130:22] 但是人家想进来看的是那种
[130:24] 沙滩裙啊
[130:25] 性感的裙子啊
[130:26] 就是各种各样的流量都来了
[130:28] 就不适合
[130:29] 所以要找到自己的主身份
[130:32] 会更合适一点
[130:34] 对的
[130:35] 是的
[130:36] 可以回忆一下我们这个
[130:38] 应该有回放的
[130:40] 到时候再看一下我那个踩坑案例
[130:43] 是的
[130:43] 这个运较可以我们好好回过头来看看
[130:46] 我觉得会对你有些启发
[130:48] 然后好
[130:49] 我们最后再回答一个问题
[130:50] 我们就快速进入到下一个章节啊
[130:52] 今天问题有点多
[130:53] 对
[130:54] 今天问题有点多
[130:55] 这个卖家有问到说
[130:57] 季节性的产品
[130:58] 旺季时段
[130:59] 类目竞争激烈
[131:00] 优先盈利
[131:01] 还是优先抢占位置拉转化
[131:04] 嗯
[131:04] 我先说一下我的观点啊
[131:06] 待会看看二淼老师有没有补充啊
[131:07] 首先第一个
[131:09] 我觉得综合来讲的话
[131:10] 你还是要去做一个整体的一个广告结构的一个搭建
[131:14] 这个所有的广告结构搭建
[131:15] 听起来有点需要
[131:16] 我就说一个最简单的就是你的广告投放当中
[131:19] 是要有确保有一些是做盈利的
[131:21] 但有一部分是要去帮你
[131:22] 他就他属于投资类的广告
[131:24] 就是当你把这两个综合在一起的时候
[131:27] 因为你不会是只有一个投放方式的
[131:29] 这所有投放是最后总
[131:30] 总和终结算下来的话
[131:32] 你得要有一个能够去达到你的盈亏平衡点
[131:35] 我觉得这个至少是一个基础的保证
[131:37] 否则的话
[131:38] 因为如果你已经在旺季时间段了
[131:39] 你再旺季时间段
[131:41] 你都不能做到盈利的话
[131:42] 我很难我很担心你是不是还能够走到未面
[131:46] 后面更更更长久的时间
[131:48] 所以如果说你是在旺季期间的话
[131:50] 那么你有一部分是要去做好你的盈利的部分的
[131:53] 但还有一部分的广告的投放的话
[131:55] 那他是用一些
[131:57] 如果你是用投资的眼光来看他
[131:59] 就是他通过投资的方式来给你带来
[132:00] 整体的一个盈利
[132:01] 那这个是OK的
[132:03] 所以这是我对于这个问题的一个想法
[132:05] 好
[132:12] 然后对这个问题的话
[132:14] 我再补充一下
[132:15] 就是你还得去看看说
[132:16] 你整体投放了之后
[132:17] 你的排名是不是靠往上走了
[132:20] 那如果是往上走的话
[132:22] 他其实最后会给你带来一些更多的自然订单的时候
[132:25] 你再去算整体的
[132:26] 我们不要去算某一个
[132:28] 就是这个时候
[132:29] 你可能要去看你整体的一个投放的一个
[132:32] ROI和你的投入产出比的时候
[132:35] 如果他整体是一个盈利的状态的话
[132:37] 那我觉得你是可以通过这个方式来去看
[132:39] 就是有些时候我们可能不要单单的
[132:42] 只看你这某一个类型的投放广告
[132:44] 他的A course
[132:44] 或者是说他是不是盈利的状态
[132:47] 对要看他course
[132:49] 是的
[132:50] 好
[132:51] 那我们就来快快的去回顾一下
[132:54] 就是刚才我们讲到
[132:55] 因为可能有些卖家是中途进来的
[132:57] 那我们就尽快的回顾一下
[132:59] 就我们今天的这堂课程
[133:00] 我们给大家讲到了
[133:01] 关于美国服饰品类
[133:03] 在季节性的产品下
[133:04] 那么我们去做了一个分享
[133:07] 在这个分享当中的话
[133:08] 我们知道了说
[133:09] 季节性的产品的话
[133:10] 它其实下面是分两个类型的
[133:12] 第一个是由季节和趋势双重驱动的
[133:14] 所谓的纯季节性的产品
[133:16] 比如说像GSCS
[133:17] WMW
[133:17] 这样的一些类型
[133:18] 那么这类型的产品的话
[133:20] 消费者的需求是什么
[133:21] 我穿上和身
[133:23] 并且要好看
[133:24] 这个颜色是我想要的
[133:26] 那当然还有就是
[133:27] 我希望它是一个所见及所得的一个产品
[133:30] 那因此对于这类型的产品来讲
[133:32] 我们要做的事情就是产品力和我们的视觉
[133:35] 一定要是前往前置的
[133:37] 那么通过往前置的方式呢
[133:38] 我们去把我们接下来要去打到的
[133:41] 旺季窗口呢
[133:41] 能够去抓住它
[133:42] 那么第二个类型的产品是周期性的产品
[133:45] 那周期性的产品的话
[133:46] 它是什么意思呢
[133:47] 这类型的产品的话
[133:48] 它更多的可能是通过一些促销节点
[133:51] 或是一些特殊的节日来去形成的一种周期性的复购性的产品
[133:56] 那这类型的产品的话
[133:58] 它更多的要做什么
[133:59] 要做的是给卖家一个好的质量和好的体验
[134:02] 来去让这个卖家呢
[134:04] 成为你未来在这样一个周期性的产品当中
[134:06] 持续每一个周期当中
[134:08] 它都有机会来复购的
[134:09] 所以说我们要做好的是什么
[134:11] 在整个因为它的整个的
[134:12] 它的一个销售周期比较长
[134:14] 并且是两到三个高峰值
[134:16] 那么我们要做的事情
[134:17] 就是要在这些跨周期当中
[134:19] 去不断积累自己的优势
[134:20] 并且利用好促销节点
[134:22] 来去做一些集中的转化
[134:23] 那么对于消费者而言
[134:25] 他要买的这类型的产品
[134:27] 它跟积极性就不一样
[134:28] 那么他要的更多的是
[134:30] 这个东西靠不靠谱
[134:31] 划不划算
[134:32] 能不能满足我当下
[134:33] 对于某一个场景下的一些特殊的功能性的要求
[134:37] 那如果说你能够去做好性价比
[134:39] 做好质量
[134:40] 做好功能体验
[134:42] 那么这类型的产品的话
[134:43] 它将会给你在未来的这个跨周期当中的话
[134:46] 带来一次又一次的
[134:47] 更多的这种自然的一个回流
[134:49] 所以说这类型的产品的话
[134:51] 广告的运营锚点就是跨周期积累
[134:53] 又是促销节点去做集中转化
[134:55] 那么这个的话
[134:56] 是我们今天讲到的
[134:57] 两个类型的广告该怎么去投放
[135:00] 但是我们也知道
[135:01] 就是对于广告投放来讲
[135:02] 其实还有个事情
[135:03] 如果我们今天要做好整个广告投放本身
[135:05] 除了说我搭好广告架构
[135:07] 我做好广告过程当中的优化和运营之外
[135:10] 其实还有一个很重要的事情
[135:11] 我们要做什么
[135:12] 我们要去学习和了解
[135:16] 这类型的产品
[135:17] 它到底跟其他的产品有哪些根本的不同之处
[135:21] 那么我们不仅要学会的是广告怎么投
[135:24] 而重要的是基于产品本身的特殊属性
[135:27] 来去清晰的知道
[135:28] 这里边有哪些关键的要点和节点
[135:31] 是我们需要去掌握的
[135:33] 我要去掌握说
[135:34] 在这个部分当中
[135:35] 有哪些坑点
[135:36] 我是要去避的
[135:37] 对吧
[135:38] 否则的话
[135:39] 那泛泛而谈
[135:40] 那么每一个类型的产品
[135:41] 它都是无非就是那些运营的技巧
[135:43] 但是涉及到季节性的产品而言
[135:45] 它有哪些特别需要大家去关注的
[135:48] 和重点而去避开的一些坑点
[135:51] 那么这个部分的话
[135:52] 我们就来听听阿缅老师
[135:54] 他从运营的层面上
[135:56] 带给大家哪些实战的一些技巧
[135:58] 和干货的分享
[135:58] 来帮助他们
[135:59] 来帮助大家
[136:00] 从这个维度去整体的
[136:03] 去提升自己的运营技能
[136:04] 来进一步的去把我的广告的投放
[136:07] 表现上能够做一个整体的提升
[136:10] 好
[136:10] 那我们就把话筒交给阿缅老师
[136:12] 好的 吃原老师
[136:13] 行
[136:15] 那我们前面了解了那么多
[136:18] 其实也非常清楚
[136:20] 季节性产品的
[136:21] 它的这个窗口是能够预判的
[136:23] 所以准备动作呢
[136:24] 一定要做在流量之前
[136:26] 大流量之前
[136:27] 那它广告的策略的核心
[136:30] 就是要踩准这个节奏
[136:32] 怎么踩准节奏呢
[136:34] 就是包括关键词的提前布局呀
[136:37] 图片视频的提前准备呀
[136:40] 还有广告结构提前搭好
[136:42] 以及这种优质的素材
[136:45] 你要提前的测试
[136:46] 可以结合站外
[136:47] 不是说等流量来了再补
[136:49] 而是流量来之前
[136:51] 我们就要先找准这种
[136:53] 就要清楚自己是谁
[136:55] 然后站在哪个合适的位置
[136:57] 第二点呢
[136:58] 就是这类产品
[136:59] 它特别的是视觉方面的
[137:01] 所以很多时候转化的天花板
[137:04] 就是不是说卡在我们会不会开广告呀
[137:07] 就是卡在消费者看上去
[137:09] 有没有感觉
[137:10] 有没有让它能够有上升的这种想象空间
[137:14] 最后就是库存的节奏
[137:16] 忘记前就是不要断货了
[137:19] 忘记后不要不要恋战
[137:21] 就是要快速的清库存
[137:23] 然后我们来看
[137:26] 具体来看呢
[137:28] 第一个运营要点就是准备工作
[137:30] 一定要跑在流量前面
[137:32] 第一个呢
[137:33] 就要先把忘记倒推的时间表给建立起来
[137:37] 不要等忘记来了
[137:38] 再去补动作
[137:39] 一般呢
[137:39] 我们会往前倒推
[137:41] 大概提前个四个月
[137:42] 把上架和页面优化给做好
[137:44] 那提前两个月呢
[137:46] 就要开始进行广告的投放和关键词的积累
[137:49] 还有标签的建立
[137:51] 提前一个月呢
[137:53] 就是把FBI的库存和调仓的节奏给确认好
[137:56] 第二个点呢
[137:58] 就是要善于利用站内外的促销
[138:01] 把这个转化给它放大
[138:03] 站内像PrimDi呀黑5这种节点
[138:06] 一定要提前看好
[138:07] 站外就可以配合
[138:08] 设备预热达人的内容
[138:10] 专属的优惠码
[138:12] 把这些促销的信息先放出去
[138:14] 这样等流量真正进来的时候
[138:16] 就已经在接那些
[138:18] 已经被提醒过的
[138:19] 被种草过的一批人
[138:20] 第三个点呢
[138:22] 就是别浪费上一轮的这种数据资产
[138:24] 所以如果是劳品的话
[138:26] 尤其是这种周期性的产品
[138:28] 那下一轮跑出来的这种高转化关键词
[138:32] 高转化的表现比较好的素材
[138:34] 都要好好的整理
[138:36] 然后就来
[138:37] 来进行下一轮的启动
[138:39] 第二个运营要点呢
[138:42] 就是素材
[138:44] 这种素材的重要性
[138:46] 为什么投入AZEN的SB参与度
[138:48] 从新品期到成熟期
[138:51] 持续的走高
[138:52] 那就是他们在持续的投入
[138:54] 这种素材的视觉的内容
[138:57] 池阳老师可以翻到下一页
[139:00] 然后
[139:02] 就是他们会把好看这个感觉
[139:07] 做就是做深
[139:08] 就是这种产品的素材
[139:10] 为什么重要
[139:11] 就是因为消费者
[139:12] 他最在意的不是说文案写了
[139:14] 多好多好
[139:14] 而是他穿上身上到底好不好看
[139:17] 所以素材的质量呢
[139:19] 就是转化率的上限
[139:20] 那这里我们可以抓两个动作
[139:22] 第一个呢
[139:23] 就是上架前
[139:24] 就要把多场景
[139:25] 多角度的素材准备好
[139:27] 尤其是视频
[139:29] 就前面也说了
[139:30] 不要不需要太大片
[139:32] 拍到真的非常的大片感
[139:35] 然后关键是要真实
[139:36] 可信
[139:37] 可以用短视频
[139:39] 分别是去展示它的上升效果
[139:41] 我们可以
[139:42] 就是我们的那个页面上
[139:44] 不是可以放视频吗
[139:45] 就是最好把它给放满
[139:46] 视频给它放满
[139:48] 然后第二个呢
[139:50] 就是要持续的更新素材
[139:53] 成熟期
[139:54] 尤其是到了成熟期
[139:55] 因为这种产品
[139:57] 他看了一遍之后
[139:58] 他可能就是对于买家的吸引力
[140:01] 会慢慢的递减
[140:02] 然后到了第二个忘记之前
[140:04] 如果素材还是用之前的一套
[140:07] 就是就很难去吸引到他们
[140:09] 那我们可以换搭配呀
[140:11] 换长角
[140:11] 换模特
[140:12] 用新的
[140:13] 新的视觉表达
[140:14] 去延缓这种审美的疲劳
[140:17] 我们现在内容AI
[140:18] 也是很好实现的
[140:20] 好
[140:21] 然后下一个
[140:23] 第三个运营要点呢
[140:25] 就是库存方面的
[140:26] 这里两个重点
[140:27] 第一个呢
[140:28] 就是忘记前
[140:29] 可以参考上一轮忘记的数据
[140:31] 它的广告的转化率呀
[140:33] 关键词表现
[140:34] 来去预估这一轮的一个单量
[140:36] 同时如果有条件的话
[140:38] 也可以配合海外仓
[140:40] 或者是AWD亚马逊的
[140:42] 这样可以降低忘卧
[140:44] 断货的风险
[140:46] 也能够让补货更灵活
[140:48] 那第二点呢
[140:49] 就是忘记尾声
[140:50] 要主动的调固存
[140:52] 不是说等卖不动了
[140:53] 再想办法
[140:54] 就像泳装呀
[140:56] 这种很强季节性的
[140:58] 需求
[140:59] 就是需求过后
[141:01] 忘记需求之后
[141:02] 会明显的掉
[141:03] 那就要集合
[141:04] 及时的配合促销
[141:06] 折扣
[141:06] 去清货
[141:07] 不要让长期的这种
[141:09] 撑除费
[141:10] 把利润给净失掉了
[141:12] 好
[141:14] 好的
[141:18] 非常感谢阿米亚老师的分享
[141:21] 那么到这里的话
[141:22] 基本上我们今天的整个
[141:24] 关于服饰品类
[141:26] 美国服饰品类
[141:27] 季节性产品
[141:28] 广告和运营
[141:29] 该怎么去优化和投放呢
[141:31] 基本上已经接近尾声了
[141:33] 那么在今天这个课程
[141:35] 结束之前呢
[141:35] 我们也一起来去复习一下
[141:37] 这堂课程的内容
[141:38] 首先第一个
[141:39] 我们今天完成的三件事情
[141:40] 第一个事情是
[141:41] 我们理解了
[141:42] 接接性和周期性的产品
[141:43] 这两个类型的产品的话
[141:45] 它是不一样的
[141:46] 背后所代表的
[141:48] 消费者的决策路径
[141:49] 是完全不同的
[141:50] 因此这两种产品
[141:52] 由于它的销售峰值的驱动力
[141:54] 是不同
[141:54] 所以说广告打法
[141:56] 是不一样的
[141:57] 我们不能用一套
[141:58] 通用的逻辑来去灌
[141:59] 他们
[142:00] 所以这第一个点
[142:01] 第二个的话
[142:02] 我们也拆解了头部A森
[142:04] 他们的真实的广告打法
[142:05] 那通过亚马逊的广告数据呢
[142:07] 可以看到头部A森和尾部A森
[142:09] 之间的差距
[142:10] 进一步的能去理解说
[142:12] 在这类型的产品上
[142:14] 忘记不是说
[142:15] 去拉开
[142:16] 差距的一个
[142:17] 很重要的关键点
[142:18] 而是头部A森
[142:19] 它采用的是在
[142:20] 忘记前
[142:21] 就做好了
[142:22] 蓄力的这样一个准备
[142:23] 所以说
[142:24] 对于这些性的产品
[142:25] 我们就去拆解出来了
[142:26] 我们发现说
[142:27] 这类型的产品
[142:28] 我们要靠的是
[142:29] 产品力先行
[142:30] SPB协同驱动的方式
[142:32] 来去抓住
[142:33] 忘记的窗口
[142:34] 而周期性的产品
[142:36] 刚才的分享
[142:36] 我们通过
