[000:00] 好 我看现在逐步有卖家朋友们已经进入到直播间了
[000:20] 那首先第一个也是非常感谢大家在今天下午的时间能够抽出两个小时
[120:23] 比如说自己的品牌名字
[120:24] 会发现
[120:25] 哇塞
[120:25] 看到的不是你自己的广告费
[120:26] 反而是精品的
[120:28] 那火都已经烧到自己家后院了
[120:30] 所以千万不要穿这种情况
[120:31] 所以在承受期里面的话
[120:32] 我们要做好这个品牌词的一个防守
[120:34] 那么再来往下来去看的话呢
[120:38] 保持这种高长尾词的这种转化
[120:41] 同时可以用到品牌推广合集
[120:45] 那品牌推广合集里面的话呢
[120:47] 其实刚才也跟大家说到过
[120:48] 里面因为我们可能能够
[120:50] 有比较多的这种的系列款
[120:52] 比如说领带了
[120:54] 领带夹了
[120:55] 还有呢
[120:56] 就是领带
[120:57] 领带
[120:58] 蝴蝶结这种类的一个样子
[121:00] 所以呢
[121:00] 我们其实可以同时的话
[121:02] 向顾客呢
[121:04] 一下展示我们
[121:05] 多个系列的产品
[121:07] 所以推广合集的话
[121:08] 在这种方法
[121:09] 既维持我们自己的一个品牌词上的曝光
[121:13] 也同时呢
[121:14] 展示出来我们多个系列的产品
[121:16] 那么商品推广里面的商品投放呢
[121:19] 我们可以放到15%
[121:20] 就是手注呢
[121:22] 买7幅配领带的这个入口
[121:25] 其实也是重点去锁定一下关联的品类
[121:28] 关联品类
[121:29] 同时因为我们在这个里面的话呢
[121:32] SKU也比较多
[121:34] 我们可以优先去考虑
[121:35] 把我们主要去推广
[121:38] 引流的这个SKU
[121:39] 来去用我们的其他的SKU的话
[121:42] 来定投到我们自己下方
[121:44] 做好我们自己验机的一个流量闭环
[121:46] 那么在第四个呢
[121:49] 就是展示型
[121:49] 展示型推广里面
[121:51] 我们可以放到15%预算的话呢
[121:52] 定向以购的顾客呢
[121:55] 给他推送其他的一些色系
[121:57] 因为呢
[121:58] 他这里面的话肯定也对于其他色系的话
[122:00] 会有一些雪球
[122:01] 所以呢
[122:02] 我们可以让我们其他的一些色系的话呢
[122:05] 也是产生更多的一个复构
[122:07] 同时也可以
[122:08] 比如说我们做一些
[122:10] 就是人群调研
[122:12] 来去触达一些买过西装的用户
[122:16] 因为买过西装的话
[122:17] 他肯定是需要配上我们这个SKU的
[122:19] 所以呢
[122:20] 我们也可以去借助的展示型广告的话
[122:22] 把这种关联流量的场景的话
[122:24] 来是做一个防守
[122:25] 那么当然的话呢
[122:27] 下阶段
[122:28] 我们也能够看到啊
[122:30] 品牌推广合集里边的话呢
[122:32] 他也有以下几个
[122:33] 比较好用的特点
[122:35] 那我们可以请呢
[122:36] 淑岩老师的话
[122:37] 为大家来去介绍一下这个功能
[122:39] 好的
[122:40] 非常感谢大鹏老师啊
[122:41] 因为确实是
[122:42] 我们也看到了
[122:44] 非常多的服饰品类的卖家
[122:45] 他们其实在做投放的时候
[122:47] 像比如说
[122:47] 就以那个派为例
[122:49] 那他也存在着不同的颜色
[122:51] 对吧
[122:51] 可能因为很多时候
[122:53] 大家买西装的时候
[122:54] 尤其是西装领带的时候
[122:56] 他可能有蝴蝶结的
[122:57] 然后这是不同款式的
[122:59] 但是他有不同颜色的
[123:00] 有可能他有好几套西服
[123:02] 他需要买多种颜色的
[123:03] 但是的话
[123:04] 我们再去进行广告投放的时候
[123:06] 卖家之前的一个普遍的困扰呢
[123:08] 就是在于说
[123:09] 我不知道我到底用哪个颜色
[123:11] 哪个款式去投放
[123:13] 是最高效的
[123:13] 因为他不知道
[123:14] 今天去搜了我的这个产品的
[123:16] 买消费者
[123:17] 因为他只会搜领带
[123:18] 但这个领带的话
[123:20] 消费者他可能有很多不同的
[123:22] 比如他会有颜色的需求
[123:24] 他有款式的需求
[123:24] 有尺码的需求
[123:26] 但是的话
[123:26] 我们没有办法知道的是
[123:27] 我们这么多的便体当中
[123:29] 到底哪一款是能够打到
[123:31] 这个消费者的心心尖尖上的
[123:32] 也是最适合他此下当下的需求的
[123:35] 那所以说现在的话
[123:36] 就品牌合集的话
[123:37] 他是过去的商品推广
[123:38] 他是过去的品牌推广
[123:41] 商品级的一个升级
[123:43] 那么是在原有的
[123:45] 这个商品级的基础之上
[123:46] 升级为了合集
[123:47] 那这个合集的话
[123:48] 他有两种投放方式
[123:50] 第一种投放方式
[123:50] 叫做自动合集
[123:52] 什么叫自动合集
[123:53] 就是说
[123:53] 你不需要再去选择
[123:55] 自己到底要选哪些
[123:57] A-SEN去进行品牌推广的
[123:59] 这个合集的投放了
[124:00] 那系统的话
[124:01] 会自动的去匹配
[124:03] 消费者的需求
[124:04] 和你的A-SEN的情况
[124:05] 来从你的整个店铺当中呢
[124:07] 去找适合于当下
[124:09] 这个消费者
[124:10] 他的一个最需要的
[124:11] 一个需求的
[124:12] 一些A-SEN
[124:12] 那么呈现在他的面前
[124:13] 也就是说
[124:14] 大家可以理解一下
[124:15] 那这个时候
[124:15] 其实就是利用的是
[124:16] 亚马逊的一个AI
[124:18] 来去和大数据
[124:19] 来去匹配
[124:20] 这个消费者的需求
[124:21] 所以你不需要再选
[124:22] 哪个商品了
[124:23] 那当然的话
[124:24] 卖家如果说你是觉得说
[124:25] 你在整个的店铺里边
[124:27] 你可能有一些商品
[124:28] 你就本身就不想打广告的
[124:29] 那你担心
[124:30] 因为有些产品
[124:32] 可能是你利润比较薄
[124:33] 那么如果一旦打了广告之后
[124:35] 反而可能会带来一个
[124:36] 负利润的情况下的话
[124:38] 你是可以做排除的
[124:39] 所以自动合计
[124:39] 是可以排除
[124:40] 你不想要去加入到
[124:42] 这样一个自动的
[124:43] 被筛选的一个范围
[124:44] 范围当中的
[124:45] 那这是第一个自动合计
[124:48] 那第二个手
[124:48] 也有手动合计
[124:49] 也就是说
[124:50] 卖家朋友们
[124:51] 你们如果说是觉得
[124:52] 自己很明确的
[124:54] 我就是希望能够
[124:55] 更精准的去控制
[124:56] 我哪些A-SEN
[124:57] 拿去打广告
[124:58] 那么你就可以用手动合计
[125:00] 那么过去的话
[125:01] 我们的品牌推广
[125:03] 商品级的话
[125:04] 是最多只能展现三个商品
[125:06] 但是呢
[125:07] 现在新更新的这个形式呢
[125:09] 不管是自动也好
[125:10] 还是手动也好
[125:10] 我们都可以选择
[125:12] 三个级以上的商品了
[125:13] 所以说的话
[125:14] 大家就可以有更多商品呢
[125:15] 能够去被展现在这里
[125:17] 那这个是自动合
[125:18] 这个是品牌推广合计
[125:20] 在今天
[125:21] 它的一个升级的变化
[125:23] 那当然的话
[125:24] 这样的一个功能的话
[125:25] 现在也是从三月起
[125:26] 从今年的三月起
[125:28] 开始逐步的
[125:28] 在全球各个站点
[125:30] 陆续开放
[125:31] 美国站的卖家呢
[125:32] 应该现在已经能看到了
[125:33] 其他站点
[125:34] 如果还没有看到的话
[125:35] 大家也可以耐心等待一下
[125:36] 好
[125:37] 那所以说通过上面的分享的话
[125:40] 我们了解到了
[125:41] 整个在功能配饰型的
[125:44] 这个部分
[125:45] 不管是季节性的
[125:46] 还是无季节性的
[125:47] 那广告的一个侧重点
[125:49] 以及具体的广告架构
[125:51] 和建议是什么
[125:52] 那在这里的话
[125:53] 我也在回放一下
[125:55] 我们本堂
[125:55] 就是这个系列课程
[125:57] 因为可能部分的卖家
[125:58] 是在中途进来的
[126:00] 那我们整个系列课程的话
[126:01] 是有四节课
[126:02] 现在的话是第二节课
[126:04] 那大家对于课程本身
[126:05] 如果非常感兴趣
[126:06] 想要去复看
[126:07] 或者是想要去下载
[126:09] 我们本次课程的一些材料的话
[126:12] 大家可以去把这个二维码呢
[126:13] 保存下来
[126:14] 那么保存下来之后呢
[126:15] 我们在这样一个专区里面
[126:17] 会持续的去上线
[126:18] 我们已经讲过的
[126:20] 和未来即将要讲的
[126:21] 这些课程的
[126:22] 不管是回放也好
[126:23] 还是视频课件也好
[126:25] 等等之类的
[126:26] 那大家都可以在这个专题译面里面
[126:28] 能够去找得到
[126:29] 那么也去解决一些
[126:30] 很多卖家在后台
[126:31] 我有看到说
[126:32] 我前面没有听到
[126:34] 我该怎么去听之前的东西
[126:36] 我可能中间又走掉了
[126:37] 我怎么听后面的
[126:38] 那大家就可以通过这个方式
[126:40] 来去解决你的这个问题了
[126:42] 好
[126:44] 那我们在了解完了
[126:46] 整体的广告的
[126:48] 这样一个具体答法之后呢
[126:49] 我们进一步的来看看
[126:51] 那么头部A森的话
[126:52] 它能够保持三年以上的生命周期的话
[126:56] 我相信啊
[126:57] 它肯定不仅仅是广告打得好
[126:59] 还有非常重要的点
[127:00] 就是我们的运营要做的扎实
[127:02] 那么扎实的运营的话
[127:03] 它其实也是帮助到广告提效的
[127:06] 很重要的基石
[127:08] 所以说今天的话
[127:09] 我也请大鹏老师呢
[127:11] 带来了非常多的
[127:12] 关于美国站服饰品的那家
[127:15] 需要去注重的实战的
[127:17] 这些非常干货的技巧
[127:19] 那我们一起来听一下大鹏老师分享的这部分的内容
[127:23] 好
[127:23] 下面呢
[127:24] 我们从店铺运营角度的话
[127:25] 来去出发一下
[127:26] 来看一下就是服饰品类
[127:28] 我们需要重点关注的
[127:31] 包括我们就是尤其是卖案化
[127:33] 后续呢
[127:34] 在店铺里面我们运营动作上面的话
[127:36] 要去把它补全的一些细节点
[127:38] 那么我们刚才有提到过
[127:40] 第一个的话呢
[127:41] 主要是用细节的话来去消除顾客的顾虑
[127:44] 并且呢
[127:45] 来去降低他们的一个消费者的一个购买门槛
[127:48] 这里面的话
[127:49] 重点是我们持续去建立优势围绕的信任
[127:53] 来去做一个动作
[127:55] 那么中间的话呢
[127:56] 我们可能会
[127:57] 连接因为上线
[127:59] 出过上线的时候呢
[128:00] 可能没有做到太多这些细节的展示
[128:02] 或者说细节的优化
[128:03] 那我们随着细节逐渐优化之后
[128:05] 我们的转向率肯定也会有所拉升
[128:07] 那么再往后期走的话呢
[128:09] 我们需要去激活一下老顾客的复购
[128:11] 那么下面的话
[128:13] 我们来看一下啊
[128:14] 1.1里边
[128:16] 就是消除顾客一律里边
[128:18] 我们应该去做哪些动作
[128:20] 那么其实我们首先在燕马逊店铺后台的话
[128:23] 有一个燕马逊尺码工具表
[128:26] 那这个工具表的话
[128:27] 在我们俩的后台目录里面
[128:29] 左上角点开导航框里面
[128:30] 有个添加尺码表
[128:31] 这个尺码表的话
[128:33] 我们添加上去之后
[128:34] 需要大家去确定一下
[128:36] 因为国外的一个
[128:37] 就是顾客的
[128:40] 他这个收入人群的一个就是尺码的话
[128:42] 可能跟我们国内的话
[128:43] 尺码会有一些差距啊
[128:45] 所以呢我们一定要去保补
[128:47] 我们信息准确无误
[128:48] 这样的话
[128:48] 他们再去核对自己的一个尺码里面的话
[128:51] 也是能够仔细的一一去做完对应
[128:53] 买回去之后的话
[128:54] 也会能够降低
[128:56] 因为就是尺码不符合的一个退货率
[128:58] 同时的话
[128:59] 第二个呢
[129:00] 就是我们可以围绕着A家里边
[129:02] 尤其是你可以去再添加一些这种大图文的一些描述
[129:06] 来去交给顾客如何测量三维的一个方法
[129:11] 这里面的话可以配上图文的一个说明
[129:13] 当然的话有视频的话
[129:14] 也可以用视频的话来去做个展示
[129:16] 那么在这个里边的话
[129:19] 我还是建议大家呢
[129:21] 结合你的顾客收入人群来去做一个就是模特的一个展示啊
[129:27] 模特的一个展示
[129:28] 比如说我所定位的收入顾客的话
[129:31] 比如说都是这种比较偏胖体型偏胖的这些顾客的收入人群
[129:36] 那么我在用模特的一边的话
[129:38] 为了增加他们的一个新人感的话
[129:40] 我用的模特肯定是跟他们人群相符合的
[129:42] 你这种胖模特会最多
[129:44] 那么在这个建立基础信任里面的话呢
[129:48] 其实善用视频和视觉工具的话
[129:50] 也是能够帮助我们卖家的话
[129:53] 向顾客去传递这种更多的这种细节
[129:56] 包括产品的信息的
[129:57] 但是的话现在里面我们也难发现呢
[130:00] 是有这种AI创意的一个工具在里面的
[130:04] 当然的话这个AI创意的这个工具的话呢
[130:08] 我们也可以请楚源老师的话来详细给我们
[130:10] 去介绍一下他的一个用法
[130:12] 好的呀
[130:13] 行
[130:14] 在这里的话就是非常推荐
[130:15] 麦娇朋友们可以尝试使用一下亚马逊广告
[130:18] AI创意解决方案的创意智能体
[130:20] 那这个创意智能体的话
[130:21] 它是一个第一个首先
[130:23] 它是免费的给到所有麦娇可以使用的
[130:24] 不管你是新卖家还是进阶卖家
[130:27] 那这个工具的话它都是能够就是可以适配于
[130:30] 多种不同需求的卖家
[130:32] 以及不同类型的卖家
[130:33] 那第一个是这点
[130:34] 第二个的话就是我们这个创意智能体的话
[130:37] 它生成的创意的话
[130:38] 它其实可以用在自己的广告的投放当中
[130:41] 也可以用在你的商品详情
[130:42] 所以它所适用的场景也非常的多
[130:44] 那这个形式的话
[130:46] 它主要是以这种聊天的方式来去帮你去实现
[130:50] 一步一步的去实现你希望去打造的这些
[130:53] 与你AZEN和产品相关的这种介绍性的视频
[130:57] 那么这个视频当中的话它也会给你提供非常多的第一个创意构思
[131:01] 也好还是说帮你去做多场景的视频
[131:05] 以及帮你去做一些过滤的效果
[131:08] 镜头角度节奏等等的这种创意的控制
[131:11] 它都是能够去实现的
[131:13] 那当然如果说视频对于大家来讲是比较困难的
[131:17] 那这个创意智能体的话
[131:18] 它还可以帮大家去做图片生成
[131:21] 包括还有音频生成
[131:22] 所以这个部分的话是可以
[131:24] 就是它的适配性是非常强的
[131:25] 并且的话它的生产效率的话也很高
[131:28] 它是无限次的去可以生成
[131:30] 这个你希望生成的这些创意素材
[131:33] 所以大家如果说对于AI工具
[131:37] 或者是对于视觉上有困难的卖家
[131:39] 那么我们可以尝试使用一下亚马逊广告
[131:42] 给大家提供的创意智能体
[131:43] 来帮大家去做这种相关的创意素材的生成
[131:47] 那当然的话之前的话
[131:49] 其实我在线下跟大鹏老师
[131:52] 还有罗根老师
[131:53] 我们一起在聊的时候呢
[131:54] 也会发现说其实亚马逊广告
[131:56] 提供的这种AI的创意智能体
[131:58] 它相对于其他的AI体的话
[132:01] 它其实有一个很大的一个优势所在
[132:04] 就是它懂你的A-SEN
[132:05] 就是它是真真正正的
[132:07] 是基于你A-SEN本身的一些信息
[132:09] 来帮你去做生成的
[132:10] 所以我觉得这个是除了说它本身
[132:13] 第一个不管是适配于多种不同的投放形式
[132:17] 广告
[132:17] 然后不同的卖家都可以用
[132:20] 然后无限次生成免费之外
[132:22] 我觉得这些都是它的优点
[132:23] 但是我觉得它是一个非常重要的优点
[132:25] 是不能忽略的点
[132:26] 就在于说
[132:27] 亚马逊的这个创意智能体的话
[132:30] 它是可以去学习你A-SEN本身的很多信息
[132:33] 来帮你去做
[132:34] 你想要去做的这种视觉的工具
[132:37] 视觉的这种素材
[132:38] 所以这个是我想今天就是特别想跟大家讲到
[132:41] 就如果说今天我们要用细节去消除顾虑
[132:44] 那么视觉是一个不可或缺的一点
[132:48] 那视觉上也有对应的工具
[132:50] 可以帮大家去解决
[132:51] 高效的去解决
[132:53] 你们现在目前可能遇到的一些
[132:55] 不能自己生成
[132:56] 或者是高成的生成的这样一些问题
[132:58] 对
[132:59] 其实我是也非常认可
[133:02] 陈远老师说的这个点
[133:03] 就是因为我们卖家他可能在平常
[133:05] 比如说运营过程中
[133:06] 可能会接触到很多的一些AI工具
[133:09] 因为现在AI的话都比较滑达
[133:10] 但是亚马逊后台
[133:12] 给我们俩提供出来这种AI的话呢
[133:13] 其实亚马逊平台
[133:15] 它已经是经过调效好的AI了
[133:17] 不需要我们再去训练
[133:18] 比如说这种模型
[133:19] 所以的话
[133:19] 我们直接把我们的A-SEN的话
[133:21] 包括我们想要的一些新场景
[133:23] 你跟AI的话去做一些对话
[133:26] 它会引导你生成出来这种优质的事情
[133:28] 我觉得这个的话也确实是能够
[133:30] 像陈远老师刚才说到的
[133:32] 能够帮助顾客的话
[133:33] 打消顾客他们在购买钱的一个顾虑
[133:36] 那么这才我们来往下方看第二个点呢
[133:39] 就是在
[133:41] 在这里面我们来看一下
[133:43] 建立极端性的一个Litian
[133:45] 接待机制
[133:46] 那么我们的Litian呢
[133:48] 肯定是需要逐渐去做一些优化的
[133:50] 就像刚才跟他说到的
[133:51] 初期我们链接的话
[133:52] 在上线前的话
[133:54] 可能确实有些点的
[133:55] 我们没有优化到位
[133:56] 但是呢
[133:56] 随着数据逐渐积累
[133:59] 数据的话
[134:00] 指向性指标越来越明确之后
[134:03] 我们就可以去做出一些Litian的完善
[134:05] 那比如说新品期的话呢
[134:07] 我们先要去确保一下我们的一个基础信息完整
[134:11] 因为亚马逊的话
[134:12] 在24年的话
[134:13] 公布出来一个Litian的完整度的打分表
[134:15] 相信那个打分表的话呢
[134:17] 大家也有见到过啊
[134:19] 现在那个打分表的话
[134:20] 依然在沿用
[134:20] 比如说有这个完整的标题
[134:23] 还有呢
[134:24] 有主题说放的功能
[134:25] 以及呢
[134:26] 比如说这个有A加呀
[134:29] 等等这些信息
[134:29] 我们先要去保
[134:30] Litian的完整度是OK的
[134:33] 你这样的话呢
[134:33] 顾客他再去看我们链接的时候呢
[134:35] 才能够短时间内快速去找到他想要去抓取的信息
[134:39] 那么在成长期里边呢
[134:41] 我们可以根据高频利解词和做词来去优化我们的标题和卖点
[134:46] 在其实运营过程中的话
[134:49] 有些卖打伙伴们可能会有个疑问说
[134:51] 我怎么投了一段时间之后
[134:53] 我再去搜索一些词
[134:54] 为什么我看
[134:56] 用工具去查我这个词的时候
[134:58] 为什么能够看到
[134:59] 只有广告费没有自然位置
[135:01] 有些人可能会有这个疑问
[135:02] 但其实因为你的链接里面的话
[135:05] 没有去埋入这个词的话呢
[135:07] 自然而然可能只打了广告
[135:08] 就只有广告费
[135:09] 它没有自然位置
[135:10] 所以呢
[135:11] 我们在第二个资争期里边
[135:13] 大家就可以结合着我们出去记得这些数据
[135:16] 来第二轮的话去优化一下
[135:17] 我们的一个链接
[135:19] 包括一些场景化的描述
[135:23] 因为现在的话呢
[135:24] 卖点这个描述的话
[135:25] 在Rofos上线之后
[135:28] 场景化的卖点描述的话
[135:30] 也是越来越重要了
[135:31] 之前的话呢
[135:32] 可能Rofos没有上线前的话
[135:34] 顾客还要自己主动去寻找
[135:36] 但是现在的话呢
[135:37] 顾客他通过跟前台Rofos做对话
[135:40] 他会结合顾客的一些
[135:42] 比如说场景化的一些需求
[135:44] 给他去做出一些产品的推荐
[135:46] 那如果我们缺少这份场景化的描述
[135:49] 那就可能会导致Rofos在去做推荐的时候
[135:51] 我们缺少了一部分推荐的这种流量
[135:54] 当然的话呢
[135:55] 我们在其实广告里边
[135:58] 广告位里面能看到一个提示词
[136:00] 那里面的话也是Rofos呢
[136:02] 给到我们的一个提示的一些场景
[136:04] 那如果有提示词出现的话
[136:06] 我们也是需要在成长期里面
[136:07] 第一时间把这种出现的场景呢
[136:10] 其实优化到我们的门岸里面
[136:11] 用场景化的描述呢
[136:13] 进一步啊
[136:14] 同时打动顾客的同时呢
[136:15] 还去做到更多系统
[136:17] 给我们带来更多的一个流量的推荐
[136:19] 这肯定是非常好的一个状态
[136:22] 那第三个阶段里面的话
[136:23] 进入到乘除期
[136:24] 那乘除期里边
[136:25] 我们就可以去应用到
[136:27] 比如说我们这块的一个精细化的优化
[136:30] 包括我们视觉的优化呢
[136:32] 来去巩固我们转化的优势
[136:35] 但是呢
[136:35] 后台的工具也比较多
[136:37] 那么因为我们有数据积累的时候
[136:39] 其实也可以接触的后台
[136:41] 平台分析里边的购物栏分析
[136:43] 来去看一看
[136:44] 顾客到底买我们这个产品的时候呢
[136:47] 组合购买比例比较高的
[136:49] 其他的A-SEN分别是谁
[136:51] 在这里面的话
[136:52] 我们有时候会发现两种数据
[136:53] 一种数据呢
[136:54] 是跟竞品购买
[136:56] 或者说跟上上游产品购买
[136:58] 组合比例比较高
[136:59] 那这部分的话
[137:00] 其实我们也知道了
[137:01] 我们后续对应的这个A-SEN
[137:04] 它那个头楼入口啊
[137:05] 该去往哪些地方去做一个投放
[137:07] 这是第一个
[137:08] 那第二个的话呢
[137:09] 我们在里面有时候也会看到
[137:11] 哎
[137:11] 顾客买我A产品的时候
[137:13] 还跟我B产品一起去做购买
[137:15] 当如果这种购买比例比较高
[137:17] 我们也可以用到品牌的一个工具
[137:20] 比如说我们做到捆绑销售
[137:22] 那这样的话
[137:23] 是不是也是变相拉高了
[137:24] 我们的一个客单价
[137:25] 所以呢
[137:26] 在这个是运营数据有了之后
[137:30] 我们可以接触着后台的品牌分析
[137:32] 购物栏分析里边呢
[137:34] 来去思考思考
[137:35] 看到的数据之后
[137:36] 我们能够针对它做出哪些的优化啊
[137:39] 和调整
[137:40] 那么再来往下来看的话呢
[137:42] 进入到1.3里面
[137:44] 1.3的话
[137:44] 我们重点要去拉升老顾客的一个回购
[137:47] 那提升我们整个的一个利润
[137:49] 还有呢
[137:49] 广告的一个Royce
[137:51] 那么我们来看一下
[137:52] 这块呢
[137:53] 我们用到的实用工具里边
[137:55] 品牌的一个塑造工具
[137:57] 品牌定制塑造
[137:58] 那这个工具的话呢
[137:59] 其实能够帮助我们锁定特定的人群
[138:02] 来去给他们去创建专属的这种的一个
[138:04] 塑造折扣
[138:05] 那品牌定制塑造的话呢
[138:07] 这种也是基本上是免费的
[138:09] 免费的
[138:10] 你讲优惠券的话呢
[138:11] 品牌定制优惠券
[138:12] 我们也可以尝试去用
[138:13] 但是呢
[138:14] 它需要交手续
[138:15] 所以如果比如说我们近期想要拉升复构
[138:21] 那么我们是不是可以比如说针对于
[138:23] 特殊的特定人群
[138:25] 创建一个定制塑造
[138:27] 你如果只有这份顾客人群的话
[138:28] 在前才能够看到
[138:29] 我们为他创建专属的一个折扣嘛
[138:32] 那么创建完监制塑造之后的话
[138:35] 怎样让我的一个链接呈现在顾客面前
[138:38] 是不是集合着我们刚才前面给他介绍的广告
[138:40] 加工里边
[138:41] 我们可以用到这种的展示
[138:43] 展示
[138:43] 类型的广告
[138:44] 让这种广告的话
[138:46] 主动追到顾客面前去做一个呈现
[138:48] 告诉给他
[138:49] 前面时间的话
[138:50] 你可能比如说看了我的链接
[138:52] 或者加工链接
[138:53] 但没有付款
[138:54] 现在的话我做了促销
[138:55] 你要不要去购买
[138:56] 当然的话呢
[138:57] 我们针对于购买过的顾客
[138:58] 也是可以这样子去做一个重复创建的
[139:00] 你说针对于购买过的顾客
[139:02] 广告的主动
[139:03] 所以这份人去走
[139:04] 同时我们也有促销的一个优惠力度在这里
[139:08] 那进一步的话呢
[139:09] 这块的复购指标也会有所拉升
[139:11] 当然呢
[139:13] 我们在去场景化去挖掘需求的时候呢
[139:15] 比如说以速度为例
[139:17] 我们不妨可以去看一看
[139:19] 我们这种产品能否去适用于
[139:21] 季节
[139:22] 特定人群
[139:23] 这种当然是适配的了
[139:25] 那比如说下个月有婚礼
[139:27] 要去参加婚礼的婚礼季
[139:29] 或者毕业季我们就可以通过了商品推广来去投放一些观点词
[139:34] 比如说弯定速这种的观点词
[139:36] 那当然的话呢
[139:37] 比如说我们想要做一些多数的拓展
[139:40] 那么我们也可以用到
[139:42] 就是配的广告呢
[139:43] 定向人群去做一些投放
[139:45] 结合我们的品牌定制速效
[139:47] 来去拉动我们的这种的一个定单产生
[139:51] 那么第三种的话呢
[139:53] 比如说家庭沿用
[139:55] 产品这就是好产品
[139:57] 顾客呢也买过甜果我们的产品了
[140:00] 那么现在的话想给儿子买一套
[140:01] 正好也是开学机
[140:02] 那么我们是不是也可以去投放一些
[140:04] 比如说Tunny Stout
[140:05] 这种呢
[140:05] 来去蹭一蹭开学机的这种流量
[140:08] 当然礼品需求的话呢
[140:11] 这种产品基本上也是相符合相吻合的
[140:15] 那么我们在产品的包装上面
[140:17] 如果能够做一些升级和改进
[140:19] 它符合送礼的一个属性
[140:22] 那么其实我们在这种圣诞呀
[140:24] 或者说发的类呀
[140:25] 是不是都可以去考虑
[140:28] 结合着关键词的一个广告
[140:30] 蹭上这种什么的
[140:32] 圣诞节或者圣诞节
[140:33] 或者这种的父亲节来去做一个投放
[140:37] 也就是拉动一下我们这个礼品的一个
[140:41] 就是这方面的流量
[140:44] 这方面的流量
[140:45] OK这就是运营的里边的话
[140:47] 三个点要给大家去重点去强调的
[140:51] 好的非常感谢大鹏老师
[140:53] 那讲到这里的话
[140:55] 我们今天整个关于服饰品类
[140:57] 长生命周期的产品
[140:59] 该怎么去做广告
[141:00] 怎么做好运营呢
[141:01] 我们就到这里就快要结束了
[141:03] 在结束之前的话
[141:04] 我也想带着大家再来去回顾一下
[141:07] 今天讲到的内容
[141:08] 首先第一个
[141:09] 我们带着大家去理解的
[141:11] 长生命周期的产品的话
[141:12] 它是分为两种不同类型的功能基础
[141:15] 主性和功能配置性
[141:16] 以及在这两个不同类型下的消费者决策路径
[141:19] 和消费者最关注的点是什么
[141:21] 由他们的需求去落实
[141:23] 落脚到了我们在广告和运营上的关键锚点
[141:27] 通过这个关键锚点
[141:28] 我们进一步的去拆解了
[141:30] 通过四个案例
[141:31] 真实的案例的方式
[141:32] 去拆解了头部Ason
[141:34] 它在新品期成长期和成熟期的一个核心的广告打法
[141:38] 通过这个核心的广告打法
[141:40] 最终落脚到了大鹏老师给大家带来了非常多的具体的实操
[141:45] 的这样一些经验和技巧
[141:47] 那么最后大鹏老师也补充了三个核心的运营实战技巧
[141:51] 来帮助服饰品类
[141:52] 尤其是长生命周期产品的卖家朋友们
[141:55] 要特别注意的三个运营要点
[141:57] 第一用细节来去消除顾虑
[142:00] 第二用数据持续去驱动迭代
[142:03] 逐步去提升自己的转化效率
[142:05] 第三个长生命周期的话
[142:06] 通过激活老客复构来提升你的整体的广告的RI的同时
[142:12] 去延缓产品的生命周期
[142:14] 所以这个的话是我们今天给到大家带来的核心的三个部分的一个分享
[142:20] 那当然最后的话
[142:21] 其实在结束之前
[142:23] 我还是想再强调一下
[142:24] 长生命周期的产品
[142:26] 它的成功并不是一蹴而就的
[142:28] 它是一个持续累积的结果
[142:30] 因为这类型的产品
[142:31] 它就像是一个长跑运动员
[142:34] 它的人生非常的长
[142:36] 那么在长长的人生当中
[142:37] 它要去做好每一步
[142:39] 那么通过稳扎稳扎的方式
[142:41] 来去随着生命周期给它带来的这种时间上的复利
[142:46] 来帮助它去把这样一个优势也好
[142:50] 它的产品的与其他新品也好
[142:53] 或其他同类型的产品
[142:54] 它的这个优点
[142:57] 那么去把它给逐步的去拉大和放大
[142:59] 那这个也是我们在整个看
[143:03] 关于服饰品类长生命周期的这些所有头部Ason
[143:06] 它的一些趋势图当中
[143:08] 我们发现的一些关键性的这种数据的指引
[143:12] 那当然的话
[143:13] 今天的课程的话就到这里结束了
[143:15] 但是的话
[143:16] 我们在接下来的话
[143:17] 还会给到大家去像今天这样
[143:19] 来去展开关于服饰品类的短生命周期的产品
[143:24] 和积极性的产品
[143:25] 它的广告应该怎么打
[143:27] 头部Ason又是怎么做的
[143:28] 那么会在下节课和在下节课
[143:31] 来给大家去进行分享
[143:32] 那大家对我们的这个系列课程
[143:34] 想要去预定接下来的这个直播的
[143:38] 卖家朋友们的话
[143:39] 也可以去上标右上方的二维码
[143:41] 来去针对于后面的两节课
[143:44] 可以去做一个报名
[143:45] 后面报名之后的话
[143:46] 会在开播之前
[143:48] 通过微信的小程序
[143:50] 来给大家去做一个推送提示
[143:53] 那当然在课程结束的最后
[143:56] 还是再说一下
[143:57] 如果我们对于本堂课程
[144:00] 想要去复看的
[144:01] 或是希望能够去把我们的这样一个教程课材
[144:05] 把我们的这个课程教材给下载下来
[144:09] 去仔细阅读的
[144:10] 我们也可以去进入到专题页面
[144:13] 那专题页面的话
[144:14] 我们会逐步的把过去我们讲到的这些课程直播
[144:18] 然后以及课件呢
[144:20] 逐步的上传上去
[144:21] 以供大家可以随时去查看和参考
[144:24] 那大家的话
[144:25] 大家也可以通过搜收藏的方式啊
[144:27] 就你搜藏了之后的话
